=== S4.2 SCAN (stcp-cross-platform-001 / p0-07) ===
Path     : E:\My Github Projects\SystemTools\Actions
Scope    : Source
Time(UTC): 2026-09-03T15:59:43Z
[HIT-GATE] AdjustScreenBrightnessAction.cs | R07 | :5: | using System.Management;
[HIT-GATE] TypeContentAction.cs | R13 | :75: | //[DllImport("user32.dll", SetLastError = true)]
[HIT-GATE] TypeContentAction.cs | X04 | :75: | //[DllImport("user32.dll", SetLastError = true)]
[HIT-GATE] TypeContentAction.cs | R13 | :78: | //[DllImport("user32.dll", SetLastError = true)]
[HIT-GATE] TypeContentAction.cs | X04 | :78: | //[DllImport("user32.dll", SetLastError = true)]
[HIT-GATE] TypeContentAction.cs | R13 | :81: | //[DllImport("kernel32.dll", SetLastError = true)]
[HIT-GATE] TypeContentAction.cs | X04 | :81: | //[DllImport("kernel32.dll", SetLastError = true)]
[HIT-GATE] TypeContentAction.cs | R13 | :84: | //[DllImport("kernel32.dll", SetLastError = true)]
[HIT-GATE] TypeContentAction.cs | X04 | :84: | //[DllImport("kernel32.dll", SetLastError = true)]
[HIT-GATE] TypeContentAction.cs | R13 | :87: | //[DllImport("kernel32.dll", SetLastError = true)]
[HIT-GATE] TypeContentAction.cs | X04 | :87: | //[DllImport("kernel32.dll", SetLastError = true)]
[HIT-GATE] TypeContentAction.cs | R13 | :90: | //[DllImport("kernel32.dll", SetLastError = true)]
[HIT-GATE] TypeContentAction.cs | X04 | :90: | //[DllImport("kernel32.dll", SetLastError = true)]
[HIT-GATE] TypeContentAction.cs | R02 | :103: | if (!PInvoke.OpenClipboard(HWND.Null))
[HIT-GATE] TypeContentAction.cs | R02 | :108: | PInvoke.EmptyClipboard();
[HIT-GATE] TypeContentAction.cs | R02 | :111: | var hGlobal = PInvoke.GlobalAlloc(Windows.Win32.System.Memory.GLOBAL_ALLOC_FLAGS.GMEM_MOVEABLE,
[HIT-GATE] TypeContentAction.cs | R02 | :117: | var ptr = PInvoke.GlobalLock(hGlobal);
[HIT-GATE] TypeContentAction.cs | R02 | :120: | PInvoke.GlobalFree(hGlobal);
[HIT-GATE] TypeContentAction.cs | R02 | :127: | PInvoke.GlobalUnlock(hGlobal);
[HIT-GATE] TypeContentAction.cs | R02 | :128: | PInvoke.SetClipboardData(CF_UNICODETEXT, new HANDLE(hGlobal.Value));
[HIT-GATE] TypeContentAction.cs | R02 | :133: | PInvoke.CloseClipboard();
[HIT-GATE] WindowOperationAction.cs | R01 | :11: | using Windows.Win32;
[HIT-GATE] WindowOperationAction.cs | R02 | :26: | var hwnd = PInvoke.GetForegroundWindow();
[INFO] WindowOperationAction.cs | I03 | :26: | var hwnd = PInvoke.GetForegroundWindow();
[HIT-GATE] WindowOperationAction.cs | R02 | :38: | PInvoke.ShowWindow(hwnd, Windows.Win32.UI.WindowsAndMessaging.SHOW_WINDOW_CMD.SW_MAXIMIZE);
[HIT-GATE] WindowOperationAction.cs | R02 | :41: | PInvoke.ShowWindow(hwnd, Windows.Win32.UI.WindowsAndMessaging.SHOW_WINDOW_CMD.SW_MINIMIZE);
[HIT-GATE] WindowOperationAction.cs | R02 | :44: | PInvoke.ShowWindow(hwnd, Windows.Win32.UI.WindowsAndMessaging.SHOW_WINDOW_CMD.SW_RESTORE);
[HIT-GATE] WindowOperationAction.cs | R02 | :47: | PInvoke.PostMessage(hwnd, WM_CLOSE, UIntPtr.Zero, IntPtr.Zero);
[HIT-GATE] WindowOperationAction.cs | R13 | :69: | //[DllImport("user32.dll")]
[HIT-GATE] WindowOperationAction.cs | X04 | :69: | //[DllImport("user32.dll")]
[INFO] WindowOperationAction.cs | I03 | :70: | //private static extern IntPtr GetForegroundWindow();
[HIT-GATE] WindowOperationAction.cs | R13 | :72: | //[DllImport("user32.dll")]
[HIT-GATE] WindowOperationAction.cs | X04 | :72: | //[DllImport("user32.dll")]
[HIT-GATE] WindowOperationAction.cs | R13 | :75: | //[DllImport("user32.dll")]
[HIT-GATE] WindowOperationAction.cs | X04 | :75: | //[DllImport("user32.dll")]
--- SUMMARY ---
SourceFiles   : 62
AssetFiles    : 0
GateHits      : 171
CommentOnly   : 0 (non-gating, listed above)
InfoHits      : 73
--- GATE-HIT FILES ---
AdjustScreenBrightnessAction.cs : R07
AdvancedShutdownAction.cs : R15,R21
AltF4Action.cs : R01,R02
AltTabAction.cs : R01,R02
BlackScreenHtmlAction.cs : R01,X01,R02,R13,X04
CameraCaptureAction.cs : X05,R19
CancelShutdownAction.cs : R21
ChangeWallpaperAction.cs : R05,R01,R02
ClickSimulationAction.cs : R13,X04
CloneDisplayAction.cs : R18
CopyAction.cs : R15,R16
CtrlZAction.cs : R01,R02
DeleteAction.cs : R15
DisableMouseAction.cs : X06
EnableMouseAction.cs : X06
EnterKeyAction.cs : R01,R02
EscAction.cs : R01,R02
ExtendDisplayAction.cs : R18
ExternalDisplayAction.cs : R18
F11Action.cs : R01,R02
ImmediateRestartAction.cs : R01,R13,X04,R02,R21
ImmediateShutdownAction.cs : R01,R13,X04,R02,R21
InternalDisplayAction.cs : R18
LockScreenAction.cs : R17
MoveAction.cs : R15,R16
RestartAsAdminAction.cs : X08,X07
ScreenShotAction.cs : R03
SetVolume.cs : R01
ShowDesktopAction.cs : R01,R02
ShutdownAction.cs : R03,R21,X03
SimulateKeyboardAction.cs : R01,R02,R13,X04
SimulateKeyCombinationAction.cs : R01,R02
SimulateMouseAction.cs : R01,X06,R02,R13,X04
SleepAction.cs : R17
SwitchSystemAccentColorAction.cs : R05,R13,X04
SwitchThemeAction.cs : R05
TypeContentAction.cs : R01,R02,R13,X04
WindowOperationAction.cs : R01,R02,R13,X04
--- ZERO-HIT SOURCE FILES (gate rules; INFO rules in parens) ---
ActionFlowExecutionConfirmationAction.cs
AutoHideMainWindowWhenOccludedAction.cs
AutoOpenUsbDriveOnInsertAction.cs
AutoSwitchClassIslandThemeAction.cs
BackgroundPlayAudioAction.cs
ClearAllNotificationsAction.cs
DisableDeviceAction.cs : (I10)
EnableDeviceAction.cs : (I10)
EnableVoiceWakeAiAction.cs
FullscreenClockAction.cs
KillProcessAction.cs
LoadTemporaryClassPlanAction.cs
OpenAppSettingsAction.cs
OpenClassSwapWindowAction.cs
OpenProfileEditorAction.cs
ShowAiChatDialogAction.cs
ShowFloatingWindowAction.cs
ShowToastAction.cs
SwitchFloatingWindowThemeAction.cs
ToggleFloatingWindowLayerAction.cs
ToggleFloatingWindowProfileAction.cs
ToggleWorkflowAction.cs
TriggerCustomTriggerAction.cs
WakeUpVoiceConversationAiAction.cs
VERDICT: FAIL (gate hits present)
